nama,sektor,website,kontak,facebook,instagram,twitter,linkedin,youtube
PT Futura Energi Global Tbk,Barang Konsumen Non-Primer,https://futurphuture.io/,(021) 765 9229,https://www.facebook.com/gudangkreativ.id,https://www.instagram.com/gudangkreativ.id/,https://twitter.com/NalaAsia,https://www.linkedin.com/company/hellofutr/,https://www.youtube.com/@gudangkreativid
PT Wijaya Cahaya Timber Tbk,Barang Baku,http://wijayacahayatimber.com/,+62 21 22585789,-,-,-,-,-
Aksara Global Development Tbk,Properti & Real Estat,www.gadingdevelopment.com,(021) 29333521,-,-,-,-,-
Gunawan Dianjaya Steel Tbk,Barang Baku,www.gunawansteel.com,031-7490598,-,-,-,-,-
Goodyear Indonesia Tbk,Barang Konsumen Non-Primer,https://www.goodyear-indonesia.com/,0251-8322071,https://www.facebook.com/GoodyearID?fref=ts,-,https://twitter.com/#!/GoodyearID,-,-
Gema Grahasarana Tbk,Barang Konsumen Non-Primer,ggs.co.id,021-50986988,-,-,-,-,-
Golden Energy Mines Tbk,Energi,www.goldenenergymines.com,02150186888,-,-,-,-,-
Gudang Garam Tbk,Barang Konsumen Primer,www.gudanggaramtbk.com,"(0354) 682091-97, (021) 29557000",-,-,-,-,-
PT Gunung Raja Paksi Tbk.,Barang Baku,www.gunungrajapaksi.com,(021) 890 0111,https://www.facebook.com/gunungrajapaksi,https://www.instagram.com/gunungrajapaksi.tbk,https://grp.darwinbox.com/ms/candidate/careers,https://www.linkedin.com/company/ptgunungrajapaksitbk/,-
PT Gihon Telekomunikasi Indonesia Tbk,Infrastruktur,www.gihon-indonesia.com,021 - 29659371,-,-,-,-,-
Garuda Indonesia (Persero) Tbk,Transportasi & Logistik,www.garuda-indonesia.com,021-2560 1935,-,-,-,-,-
Gajah Tunggal Tbk,Barang Konsumen Non-Primer,www.gt-tires.com,"021 - 3811102, 3459431, 3459302",-,-,-,-,https://www.youtube.com/embed/RXEVGbaaU6c
PT Globe Kita Terang Tbk,Barang Konsumen Non-Primer,http://globekitaterang.co.id,"021-31905997, 021-3915677",-,-,-,-,-
PT Galva Technologies Tbk,Teknologi,www.gtc.co.id,(021) 345 6650,-,-,-,-,-
PT Garuda Maintenance Facility Aero Asia Tbk.,Infrastruktur,www.gmf-aeroasia.co.id,550 8717,https://www.facebook.com/gmfaa/,https://www.instagram.com/gmfaeroasia/,-,https://id.linkedin.com/company/gmf-aeroasia,https://www.youtube.com/channel/UC5mNZ5CmUyYsfKZocJv5xag
Gowa Makassar Tourism Development Tbk,Properti & Real Estat,www.tanjungbunga.com,0411-8113456,-,-,-,-,-
PT Visi Telekomunikasi Infrastruktur Tbk.,Infrastruktur,www.ptvti.co.id,(+6221) 83707370,-,-,-,-,-
PT Intra GolfLink Resorts Tbk,Barang Konsumen Non-Primer,www.golflinkresorts.co.id,+622187954455,-,-,-,-,-
PT Golden Plantation Tbk,Barang Konsumen Primer,www.goldenplantation.com,02150927304,-,-,-,-,-
PT Garudafood Putra Putri Jaya Tbk.,Barang Konsumen Primer,www.garudafood.com,0217290110,-,-,-,-,-
PT GoTo Gojek Tokopedia Tbk,Teknologi,www.gotocompany.com,(021) 2910 1072,-,-,-,-,-
Perdana Gapura Prima Tbk,Properti & Real Estat,www.gapuraprima.com,"(021) 536 68360 , (021) 536 71717",https://www.facebook.com/gapuraprimagroup,https://www.instagram.com/gapuraprima.official/,-,-,-
PT Geoprima Solusi Tbk,Perindustrian,www.geoprima.co.id,(+62-21) 45850642,https://m.facebook.com/Southgeoprima/,https://www.instagram.com/geoprima_solusi/?hl=en,-,-,https://www.youtube.com/channel/UC1vbTG6wj_JzTFH4rnHiLFA
PT Ingria Pratama Capitalindo Tbk,Properti & Real Estat,ingriagroup.com,02174636691,-,https://www.instagram.com/ingriagroup.id,-,-,-
PT Griptha Putra Persada Tbk.,Barang Konsumen Non-Primer,www.griptha.com,0291 438449,-,https://www.instagram.com/hotelgriptha/,-,-,https://www.youtube.com/@HotelGriptha
PT Graha Prima Mentari Tbk.,Barang Konsumen Primer,https://grahaprimamentari.co.id/,+62 231 233500,-,https://www.instagram.com/grpm.official/,-,-,-
Equity Development Investment Tbk,Keuangan,www.theequityone.com,021-80632550,-,-,-,-,-
Garda Tujuh Buana Tbk,Energi,www.gtb.co.id,021- 7943947,-,-,-,-,-
PT Grahaprima Suksesmandiri Tbk,Transportasi & Logistik,www.grahatrans.com,(021) 34832477,-,-,-,-,-
PT GTS Internasional Tbk,Energi,http://gtsi.co.id,(021) 50933163,-,-,-,-,-
PT Aman Agrindo Tbk,Barang Konsumen Primer,www.amanagrindo.co.id,(024) 8451639,-,-,-,-,-
PT Gunanusa Eramandiri Tbk,Barang Konsumen Primer,www.gunanusaeramandiri.com,"(021) 897 2003, 897 4043",-,-,-,-,-
PT Greenwood Sejahtera Tbk,Barang Konsumen Non-Primer,http://www.greenwoodsejahtera.com,2598-4969,-,-,-,http://www.linkedin.com/company/greenwoodsejahtera,-
Gozco Plantations Tbk,Barang Konsumen Primer,www.gozco.com/plantations/home/,021- 29755555,-,-,-,-,-
PT Himalaya Energi Perkasa Tbk,Infrastruktur,https://himalayaenergi.co.id/,(024) 76921635,-,-,-,-,-
PT Hasnur Internasional Shipping Tbk,Transportasi & Logistik,https://www.pthis.id,(62-21) 29343888,-,-,-,-,-
PT Arsy Buana Travelindo Tbk,Barang Konsumen Non-Primer,https://abttravel.id,(021) 7422898,-,-,-,-,-
PT Haloni Jane Tbk,Kesehatan,http://halonijane.co.id/,+62 21 596 2435,-,-,-,-,-
PT Habco Trans Maritima Tbk,Transportasi & Logistik,www.habcomaritima.com,0761 32236,-,-,-,-,-
PT Minahasa Membangun Hebat Tbk,Properti & Real Estat,https://mmhebat.co.id/,(0431) 7199 888,https://www.facebook.com/profile.php?id=100076201236815&mibextid=ZbWKwL,https://instagram.com/sawanganpermai_official?igshid=MDM4ZDc5MmU=,-,-,-
Radana Bhaskara Finance Tbk,Keuangan,www.radanafinance.co.id,021 50991088,https://www.facebook.com/radanafinance/,https://www.instagram.com/radanafinance,https://twitter.com/radanafinance,https://www.linkedin.com/company/radana-finance,https://www.youtube.com/channel/UCh6jJ4INRKWhKEVEilS9mtQ
PT Hensel Davest Indonesia Tbk,Teknologi,www.hdi.co.id,(0411) 6000808,-,-,-,-,-
-,-,-,-,-,-,-,-,-
PT Medikaloka Hermina Tbk.,Kesehatan,www.herminahospitals.com,021 - 8572525,-,-,-,-,-
PT Jaya Trishindo Tbk,Transportasi & Logistik,www.jatigroup.com,(021) 58900022,http://facebook.com,http://instagram.com/,http://twitter.com,-,-
PT DFI Retail Nusantara Tbk,Barang Konsumen Primer,https://www.dfinusantara.co.id/,(021) 8378 8388,-,-,-,-,-
Hexindo Adiperkasa Tbk,Perindustrian,www.hexindo-tbk.co.id,021-4611688,-,https://www.instagram.com/hexindoadiperkasa/,-,https://www.linkedin.com/company/pt-hexindo-adiperkasa-tbk/,https://www.youtube.com/channel/UCVamvZusylMPa-06tluHx6g
PT Hillcon Tbk,Energi,www.hillcon.co.id,(021) 4618458,https://www.facebook.com/Hillconmining/,https://www.instagram.com/hillconindonesia/,-,https://www.linkedin.com/company/pt-hillconmining ,https://www.youtube.com/watch?v=DWSt1eOmwPQ
Humpuss Intermoda Transportasi Tbk,Energi,www.hits.co.id,021 - 509 33155,http://www.facebook.com/Humpuss-Intermoda-Transportasi-105860392162874,http://www.instagram.com/humpussintermoda,-,https://www.linkedin.com/in/pt-humpuss-intermoda-transportasi-tbk-583287241,-
PT HK Metals Utama Tbk,Barang Baku,www.hkmu.co.id,+62182758384,-,-,-,-,-
HM Sampoerna Tbk,Barang Konsumen Primer,www.sampoerna.com,021-5151-234,https://www.facebook.com/insidesampoerna/,https://www.instagram.com/insidesampoerna/,https://twitter.com/insidesampoerna,https://www.linkedin.com/company/pt-hm-sampoerna-tbk,https://www.youtube.com/channel/UChkBnsuC2XDA_t2fBUskXDw
PT Buyung Poetra Sembada Tbk.,Barang Konsumen Primer,www.topikoki.com,021 5435 3110,https://www.facebook.com/profile.php?id=100049399876901,https://www.instagram.com/topikoki.indonesia/,-,-,-
Hotel Mandarine Regency Tbk,Barang Konsumen Non-Primer,Tdk berubah,021 30485536,-,-,-,-,-
PT Grand House Mulia Tbk,Properti & Real Estat,www.granddevelopment.id,(62-21) 7587 1688,-,-,-,-,-
PT Harapan Duta Pertiwi Tbk.,Perindustrian,hdp.co.id,(+62-21) 5940 8707,-,-,-,-,-
Saraswati Griya Lestari Tbk,Barang Konsumen Non-Primer,https://ptsgl.com/,0293 788 843,-,-,-,-,-
PT Menteng Heritage Realty Tbk.,Barang Konsumen Non-Primer,www.hrme.co.id,+62 21 3193 3018,-,-,-,-,-
PT Hartadinata Abadi Tbk,Barang Konsumen Non-Primer,www.hartadinata.com,+62 22 5402326,-,-,-,-,-
Harum Energy Tbk,Energi,www.harumenergy.com,021-3983-1288,-,-,-,-,-
PT Humpuss Maritim Internasional Tbk,Energi,www.humi.co.id,+62 21 509 33159,-,https://www.instagram.com/humpussmaritim,-,https://www.linkedin.com/company/humpuss-maritim-internasional-tbk/posts/?feedView=all,https://www.youtube.com/channel/UCajK5sHihRReCVo2EXUHmnA
PT Ecocare Indo Pasifik Tbk.,Perindustrian,www.ecocare.id,+62 2122083400,https://www.facebook.com/profile.php?id=100063892006391,https://www.instagram.com/ecocare_id/,-,https://www.linkedin.com/company/pt-indocare-pacific-ecocare/?originalSubdomain=id,-
PT MNC Energy Investments Tbk,Energi,www.mncenergy.com,(62-21) 3912935,-,-,-,-,-
PT Intan Baru Prana Tbk,Perindustrian,www.ibf.co.id,"(021) 440 1408, 440 8442",-,-,-,-,-
PT Indo Boga Sukses Tbk,Barang Konsumen Primer,www.indobogasukses.com,0274 2880 288,-,-,-,-,-
Inti Bangun Sejahtera Tbk,Infrastruktur,www.ibstower.com,(0291) 435984,-,-,-,-,-
Indofood CBP Sukses Makmur Tbk,Barang Konsumen Primer,www.indofoodcbp.com,6221 5793 7500,https://www.facebook.com/RumahIndofood/,https://www.instagram.com/rumahindofood/,https://twitter.com/indofood_cbp,https://id.linkedin.com/company/pt-indofood-sukses-makmur-tbk,https://www.youtube.com/channel/UCcji9k1SyBmyYNvNYFQF8zA
Island Concepts Indonesia Tbk,Perindustrian,www.islandconcepts.id,(0361) 620 2424,-,-,-,-,-
PT Idea Indonesia Akademi Tbk,Barang Konsumen Non-Primer,www.ideaindonesia.com,021-7872288,https://www.facebook.com/idea.indonesia/ ,https://www.instagram.com/thethuba_cafeandresto/,-,-,https://www.youtube.com/channel/UCPhCwv__7RoxJB-Oe9mViaw
PT Indonesia Pondasi Raya Tbk.,Infrastruktur,www.indopora.com,(021) 4603253,-,-,-,-,-
PT Indonesia Fibreboard Industry Tbk,Barang Baku,www.pt-ifi.com,(021) 6615555,-,-,-,-,-
PT Ifishdeco Tbk.,Barang Baku,www.ifishdeco.com,(021) 5704988,-,-,-,https://www.linkedin.com/company/pt-ifishdeco/,-
Champion Pacific Indonesia Tbk,Barang Baku,www.champion.co.id,"021-8840040, 021-8841088",-,-,-,-,-
Inti Agri Resources Tbk,Barang Konsumen Non-Primer,www.iikp.com,"(021) 5830 4806, (021) 5830 4808",-,-,-,-,-
Intikeramik Alamasri Industri Tbk,Perindustrian,www.intikeramik.com,(021) 83700435,-,-,-,-,-
PT Era Mandiri Cemerlang Tbk,Barang Konsumen Primer,www.indonesiaseafood.net,021 6930017,http://www.facebook.com,http://instagram.com,https://twitter.com/,-,http://youtube.com
Sumi Indo Kabel Tbk,Perindustrian,0,(021) 5922404,-,-,-,-,-
PT Ikapharmindo Putramas Tbk.,Kesehatan,www.ikapharmindo.com,0214600086,-,-,-,-,-
Indomobil Sukses Internasional Tbk,Barang Konsumen Non-Primer,www.indomobil.com,"(021) 8564850, 8564860, Ext: 5700",https://www.facebook.com/IndomobilGroup,https://www.instagram.com/indomobilgroup/,https://twitter.com/IndomobilGroup,-,-
PT Indomobil Multi Jasa Tbk.,Transportasi & Logistik,www.indomobilmultijasa.com,(021) 29185400,-,-,-,-,-
PT Impack Pratama Industri Tbk,Perindustrian,www.impack-pratama.com,6221- 65311045,https://www.facebook.com/impackpratamagroup,https://www.instagram.com/impack.pratama/,-,https://www.linkedin.com/company/impackpratama/,https://www.youtube.com/channel/UCk4WJ1dD_EgFc6pWQp-RsJw
Indofarma Tbk.,Kesehatan,www.indofarma.id,(021) 8832 3971/75; 8590 8349/50,https://www.facebook.com/profile.php?id=100004168990497&mibextid=ZbWKwL,https://instagram.com/indofarma.id?igshid=OGQ5ZDc2ODk2ZA==,-,-,https://www.youtube.com/@INDOFARMACHANNEL
Indal Aluminium Industry Tbk,Barang Baku,http://www.indalcorp.com,(031) 8531531 ext. 3431,https://www.facebook.com/pages/category/Retail-Company/homeluxid-891799221014574/,https://www.instagram.com/homelux.indal/,-,https://www.linkedin.com/company/indal-aluminium-industry-tbk-pt,https://www.youtube.com/channel/UC3n0NhptMdNiyP8NL3M-gEA
PT Indo Komoditi Korpora Tbk,Barang Baku,www.indokomoditikorpora.com,021-22958323,-,-,-,-,-
Intanwijaya Internasional Tbk,Barang Baku,www.intanwijaya.com,021-5308637,-,-,-,-,-
Vale Indonesia Tbk,Barang Baku,http://www.vale.com/indonesia,(62) 21 524-9000,https://www.facebook.com/ptvaleindonesia/  ,https://www.instagram.com/ptvaleindonesia/,-,https://www.linkedin.com/company/ptvaleindonesiatbk,https://www.youtube.com/ptvaleindonesiatbk
Indofood Sukses Makmur Tbk,Barang Konsumen Primer,www.indofood.com,6221 5795 8822,https://www.facebook.com/RumahIndofood/,https://www.instagram.com/rumahindofood/,https://twitter.com/indofood,https://id.linkedin.com/company/pt-indofood-sukses-makmur-tbk,https://www.youtube.com/channel/UCcji9k1SyBmyYNvNYFQF8zA
PT Royalindo Investa Wijaya Tbk,Properti & Real Estat,www.royalindo.id,021-3983 9900,-,-,-,-,-
PT Indo-Rama Synthetics Tbk,Barang Konsumen Non-Primer,www.indorama.co.id,+62-21-5261555,-,-,-,-,-
Indospring Tbk,Barang Konsumen Non-Primer,www.indospring.co.id,"(031)398-11-35,  398-24-83, 398-25-24",-,-,-,-,-
Tanah Laut Tbk,Perindustrian,www.tanahlaut.co.id,021 - 2781 2154 / 56 - 57,-,-,-,-,-
Indika Energy Tbk,Energi,www.indikaenergy.co.id,(021) 25579888,-,https://www.instagram.com/indika.energy/?hl=en,-,https://www.linkedin.com/company/pt.-indika-energy-tbk./,https://www.youtube.com/channel/UCl7ztmOIAcayAiqwphipRaA
PT Sinergi Inti Andalan Prima Tbk.,Infrastruktur,www.siapnetworks.co.id,021-5265943/5835854,-,-,-,-,-
Indah Kiat Pulp & Paper Tbk,Barang Baku,www.app.co.id,021-29650800,-,-,-,-,-
PT Inocycle Technology Group Tbk.,Barang Konsumen Non-Primer,www.inocycle.com,021 5909626,https://www.facebook.com/inocycle,https://www.instagram.com/inocycle_id/,https://twitter.com/Inocycle,-,https://www.youtube.com/channel/UCNyhLuCe3_jA5FKrnAzUQsw
Bank Artha Graha Internasional Tbk,Keuangan,www.arthagraha.com,(021) 515-2168,https://www.facebook.com/temanagi,https://www.instagram.com/teman.agi/,https://www.twitter.com/temanagi,-,https://www.youtube.com/channel/UCKYLEBiyuBpYNLimWvRMOXw?sub_confirmation=1
Indonesian Paradise Property Tbk,Properti & Real Estat,www.paradiseindonesia.com,+6221 - 29880466,-,https://www.instagram.com/indonesian_paradise_property/?hl=en,-,-,-
PT Indah Prakasa Sentosa Tbk.,Energi,http://www.inprasegroup.co.id/,"(62-21) 658 37620, 658 37621",-,-,-,-,-
Toba Pulp Lestari Tbk,Barang Baku,www.tobapulp.com,+62 61 453 2088,https://www.facebook.com/sahabatTPL?mibextid=LQQJ4d,https://www.instagram.com/tobapulplestari,https://x.com/tobapulp_id?s=21&t=1aPprauZbbeH4s4sTSYeMA,https://www.linkedin.com/company/pt-toba-pulp-lestari/,https://youtube.com/@tobapulplestari3821?si=rEKzkENnM2lGN9H0
Intraco Penta Tbk,Perindustrian,www.intracopenta.com,021-4401408,-,-,-,-,-
Inter-Delta Tbk,Barang Baku,www.inter-delta.co.id,021 6523333,-,-,-,-,-
Indocement Tunggal Prakarsa Tbk,Barang Baku,http://www.indocement.co.id,021-8754343 ext 3808,http://www.facebook.com/harmoni3roda,http://www.instagram.com/harmoni3roda,http://www.twitter.com/harmoni3roda,-,-
PT Sumber Sinergi Makmur Tbk,Teknologi,www.foxlogger.co.id,(021) 629 2775,-,-,-,-,-
PT Era Graharealty Tbk,Properti & Real Estat,www.eraindonesia.com,(021) 570 8000 / (021) 2967 5123,https://www.facebook.com/erarealestateindonesia,https://www.instagram.com/eraindonesia,https://x.com/era_indonesia,https://www.linkedin.com/company/era-indonesia,-
PT Indonesia Kendaraan Terminal Tbk.,Infrastruktur,www.indonesiacarterminal.co.id,021-4393 2251,https://www.facebook.com/ipccar.terminal9/,https://www.instagram.com/ipccterminalkendaraan/,https://x.com/ipccarterminal,https://www.linkedin.com/in/pt-indonesia-kendaraan-terminal-tbk-ipcc-423349312,-
PT Jasa Armada Indonesia Tbk.,Infrastruktur,www.ipcmarine.co.id,(021) 430 6789,-,https://www.instagram.com/ipcmarine/,-,-,https://www.youtube.com/channel/UCjvvP6G2LrudqHj4k8UCOag/
Indopoly Swakarsa Industry Tbk,Barang Baku,www.ilenefilms.com,021- 2510088,-,-,-,-,-
PT Indo Pureco Pratama Tbk,Barang Konsumen Primer,https://indopureco.co.id/,0260 424 7083,-,-,-,-,-
PT Itama Ranoraya Tbk.,Kesehatan,http://itama.co.id/,(021) 29067207,-,https://www.instagram.com/itamaranoraya/,-,https://www.linkedin.com/company/pt-itama-ranoraya-tbk,https://www.youtube.com/@ptitamaranorayatbk3211
PT Aviana Sinar Abadi Tbk,Teknologi,www.aviana.co.id,021 - 6317523,https://www.facebook.com/Aviana-ID-102272812581477,https://www.instagram.com/aviana.irsx/?hl=en,https://twitter.com/Aviana_iRSX,https://www.linkedin.com/company/aviana-id/about/?viewAsMember=true,https://www.youtube.com/channel/UCCLObq2Xa2cPT-BeVGpy6lA
Indo Straits Tbk,Energi,www.indostraits.co.id,021-65311285,-,-,-,-,-
PT Isra Presisi Indonesia Tbk,Barang Konsumen Non-Primer,www.isra.co.id,(021) 28514046,-,-,-,-,-
PT Indosat Tbk,Infrastruktur,indosatooredoo.com,(021) 3000 3001,https://www.facebook.com/IndosatIM3,https://instagram.com/indosatim3,https://x.com/indosatim3,-,https://youtube.com/indosat
PT Indo American Seafoods Tbk,Barang Konsumen Primer,www.indoamericanseafoods.com,0721 351 211,-,-,-,-,-
PT Steel Pipe Industry of Indonesia Tbk,Barang Baku,www.spindo.com,"(031) 5320921, 5316921",-,-,-,-,-
PT Indonesian Tobacco Tbk.,Barang Konsumen Primer,www.indonesiantobacco.com,+62341-491017,-,-,-,-,-
SUMBER ENERGI ANDALAN Tbk,Energi,https://www.energi-andalan.co.id/,+62 21 50815254,-,-,-,-,-
Indo Tambangraya Megah Tbk,Energi,-,021 - 2932 8100,-,-,-,-,-
PT MNC Vision Networks Tbk.,Barang Konsumen Non-Primer,www.mncvisionnetworks.com,"(021) 390-9211, 390-0310",https://www.facebook.com/mnccontents,https://www.instagram.com/mnccontents_id,https://twitter.com/mnccontents_id,-,https://www.youtube.com/
PT Jhonlin Agro Raya Tbk,Barang Konsumen Primer,www.ptjar.com,+62 518 2090000,-,-,-,-,-
PT Jasnita Telekomindo Tbk.,Infrastruktur,www.jasnita.co.id,021-2856 5288,-,-,-,-,-
PT Informasi Teknologi Indonesia Tbk.,Teknologi,www.jatismobile.com,+62 (21) 7940946,https://www.facebook.com/jatismobile,https://www.instagram.com/jatismobile/,-,https://www.linkedin.com/company/jatismobileofficial/,-
Jaya Agra Wattie Tbk,Barang Konsumen Primer,www.jawattie.co.id,"021-3505906 , 021-65867525",-,-,-,-,-
PT Armada Berjaya Trans Tbk.,Transportasi & Logistik,www.armadaberjaya.com,"021-4609433, 4609403",-,-,-,-,-
Jembo Cable Company Tbk,Perindustrian,http://www.jembo.com,(021) 26646933,https://www.facebook.com/jembocable/,https://www.instagram.com/jembocable/,-,https://www.linkedin.com/company/jembocable,https://youtube.com/shorts/8Lhit57Xtrk?autoplay=0
PT Graha Andrasentra Propertindo Tbk.,Barang Konsumen Non-Primer,www.jungleseries.co.id,0251-8211290,-,-,-,-,-
Jakarta International Hotels & Development Tbk,Barang Konsumen Non-Primer,http://www.jihd.co.id,5152516,-,-,-,-,-
Jaya Konstruksi Manggala Pratama Tbk,Infrastruktur,www.jayakonstruksi.com,7363939; 7340260,-,-,-,-,-
-,-,-,-,-,-,-,-,-
PT Asuransi Jiwa Syariah Jasa Mitra Abadi Tbk,Keuangan,www.jmasyariah.com,82470083,https://www.facebook.com/jmasyariah/,https://www.instagram.com/jmasyariah/,-,-,-
JAPFA Comfeed Indonesia Tbk,Barang Konsumen Primer,http://www.japfacomfeed.co.id,021-28545680,https://www.facebook.com/japfa.id/,https://www.instagram.com/japfa.id/,-,https://id.linkedin.com/company/japfa-group,https://www.youtube.com/channel/UCdst6aq7LyyXt0w7NhfNaLQ
Jaya Real Property Tbk,Properti & Real Estat,www.jayaproperty.com,021 - 745 8888,https://www.facebook.com/sharer/sharer.php?u=http%3A%2F%2Flagisibuk.com%2Fjrp&src=sdkpreparse,-,-,-,-
Jakarta Setiabudi Internasional Tbk,Barang Konsumen Non-Primer,www.jsi.co.id,"(021) 2520534, (021) 2521778",https://www.facebook.com/profile.php?id=100009891402670&fref=ts,-,-,https://www.linkedin.com/company/1062480?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A1062480%2Cidx%3A1-1-1%2CtarId%3A1475140884407%2Ctas%3Ajakarta%20setiabudi%20internasional,-
PT Sky Energy Indonesia Tbk.,Energi,www.sky-energy.co.id,(021) 7262081,https://www.facebook.com/profile.php?id=61558653219697,https://www.instagram.com/globalkaryabangsa/,https://x.com/BangsaGlob71882,https://www.linkedin.com/in/global-karya-bangsa-675ab9305/,https://www.youtube.com/watch?v=xKxrkht7CpY
PT Jasa Marga Tbk,Infrastruktur,www.jasamarga.com,021-8413630; 021-8413526,-,-,-,-,-
Jasuindo Tiga Perkasa Tbk,Perindustrian,www.jasuindo.com,(031) 891-0919,-,-,-,-,-
Kimia Farma Tbk.,Kesehatan,http://www.kimiafarma.co.id,021-38477709,https://www.facebook.com/kimiafarmacare,https://www.instagram.com/kimiafarma.ind,https://www.twitter.com/kimiafarmaind,-,-
Meratus Jasa Prima Tbk,Infrastruktur,www.meratusjasaprima.com,+62 21 65314710,-,-,-,-,-
PT Darmi Bersaudara Tbk.,Barang Baku,www.darbewood.com,+62 31 596 7274,https://www.facebook.com/Darbe-Wood-1018417814912617/,-,https://twitter.com/darbe_wood,-,-
PT Karya Bersama Anugerah Tbk,Properti & Real Estat,www.kbag.co.id,"(0542) 765888, 8820 388",https://www.facebook.com/greenvalley.bsb/,https://www.instagram.com/greenvalley.balikpapan/,-,-,-
KMI Wire and Cable Tbk,Perindustrian,www.kmi.co.id,021-4601733,-,-,-,-,-
Kabelindo Murni Tbk,Perindustrian,www.kabelindo.co.id,"021-460-9065, 460-9550",-,https://www.instagram.com/kabelindomurni/,-,-,-
First Media Tbk,Infrastruktur,www.firstmedia.co.id,021-50610558,-,-,-,-,-
Kertas Basuki Rachmat Indonesia Tbk,Barang Baku,www.kbrindonesia.com,(021) 27872466,-,-,-,-,-
Kedawung Setia Industrial Tbk,Barang Baku,0,(031) 7661983,-,-,-,-,-
PT Puri Sentul Permai Tbk,Barang Konsumen Non-Primer,www.kedaton8.com,(021) 8790 5100,https://web.facebook.com/sentul8hotelofficial/?_rdc=1&_rdr,https://www.instagram.com/kedaton8hotel/,-,-,-
PT Kencana Energi Lestari Tbk.,Infrastruktur,www.kencanaenergy.com,+62.21.5890.0791,-,-,-,-,https://www.youtube.com/embed/f-BcitVO02o?rel=0&autoplay=1&fs=1
PT Mulia Boga Raya Tbk,Barang Konsumen Primer,www.prochiz.com,021 – 8990 8468,https://www.facebook.com/kreasikejuprochiz/?locale=id_ID,https://www.instagram.com/keju_prochiz/?hl=en,-,-,https://www.youtube.com/@keju_prochiz?app=desktop
PT Ketrosden Triasmitra Tbk,Infrastruktur,www.triasmitra.com,(021) 22085100,-,-,-,-,-
Keramika Indonesia Assosiasi Tbk,Perindustrian,www.kiaceramics.com,(021) 3506227,-,-,-,-,-
Kedaung Indah Can Tbk,Barang Konsumen Non-Primer,0,(031) 8700088,-,-,-,-,-
Kawasan Industri Jababeka Tbk,Properti & Real Estat,www.jababeka.com,5727337,https://www.facebook.com/JababekaandCo/,https://www.instagram.com/jababekaandco/,https://twitter.com/JababekaandCo,https://id.linkedin.com/in/jababeka-career-3866781bb,https://www.youtube.com/channel/UCzLvCYhYK-zk5WmQ33rrMdQ/
PT Hoffmen Cleanindo Tbk,Perindustrian,www.hoffmen.co.id,021-6628126,-,https://instagram.com/hoffmen.indonesia,-,-,-
PT Kino Indonesia Tbk,Barang Konsumen Primer,www.kino.co.id,021-80821100,https://facebook.com/ptkinoindonesia,https://www.instagram.com/kino.indonesia,-,https://www.linkedin.com/company/pt-kinoindonesiatbk,https://www.youtube.com/channel/UCTc71CnyuMkKDKSeEG48QIw
PT Kioson Komersial Indonesia Tbk.,Teknologi,https://kioson.app/,+6221-6317523,-,-,-,-,-
PT Krida Jaringan Nusantara Tbk.,Transportasi & Logistik,www.kjn.id,31901010,https://www.facebook.com/kjnindonesia/,https://www.instagram.com/kjnexpress/,-,-,-
PT Kusuma Kemindo Sentosa Tbk,Barang Baku,https://kks-chemicals.com,"(021) 5653736, 5640988",-,-,-,https://it.linkedin.com,https://www.youtube.com
Resource Alam Indonesia Tbk,Energi,www.raintbk.com,"021-633-30-36,  021 3952-55-30 ( Hunting )",https://www.facebook.com/resourcealamindonesiatbk,https://www.instagram.com/rain.tbk,-,-,-
PT Pelayaran Kurnia Lautan Semesta Tbk,Transportasi & Logistik,(021) 5835 1607,(021) 5835 1606,-,-,-,-,-
Kalbe Farma Tbk,Kesehatan,www.kalbe.co.id,42873888,-,-,-,-,-
PT Klinko Karya Imaji Tbk,Barang Konsumen Non-Primer,http://www.klinko.id,(031) 7509833,https://facebook.com/,https://instagram.com/,https://twitter.com/,-,-
PT Kurniamitra Duta Sentosa Tbk.,Barang Konsumen Primer,www.kmds.co.id,(021) 2235 3388,https://www.facebook.com/KMDS-Flavors-104862234569570,https://www.instagram.com/kmdsgroup/,-,-,https://www.youtube.com/channel/UC06BIfIE2QbC12eOLKxzdIQ
PT Kirana Megatara Tbk.,Barang Baku,www.kiranamegatara.com,(021) 5794 7988,https://www.facebook.com/KiranaMegatara21/,https://www.instagram.com/kiranamegatara/,-,https://id.linkedin.com/company/kirana-megatara,https://www.youtube.com/@kiranamegatara4704
Kobexindo Tractors Tbk,Perindustrian,www.kobexindo.com,"(021) 6470-0800, 6470-0808",https://www.facebook.com/Kobexindo-Tractors-104821929101519,https://www.instagram.com/kobexofficial/?next=%2Fkobexofficial%2F,-,-,https://www.youtube.com/channel/UC58_RMLos3qLK2S20onGCHw
PT Kokoh Exa Nusantara,Properti & Real Estat,kokohcity.com,(+62) 811 3208 8881,-,https://www.instagram.com/p/DAkleijBZ7i/?utm_source=ig_embed&utm_campaign=loading,-,-,-
Kokoh Inti Arebama Tbk,Perindustrian,www.pt-kokoh.com,7971190,-,-,-,-,-
PT Koka Indonesia Tbk.,Infrastruktur,www.koka.co. id,+62 21 292 91028,-,-,-,-,-
